Segment        Offset         Length         
584            5277524        512            
585            5277684        328            
586            5278012        512            
587            5278172        512            
588            5278308        512            
589            5278444        512            
590            5278580        328            
591            5328004        512            
592            5328140        352            
593            5328492        512            
594            5328628        544            
595            5329172        512            
596            5329292        512            
597            5329444        328            
598            5329772        512            
599            5329924        512            
600            5345564        512            
601            5345716        512            
602            5345868        512            
603            5346020        512            
604            5346172        512            
605            5346308        512            
606            5346348        512            
607            5346508        512            
608            5346668        328            
609            5346996        512            
610            5347156        512            
611            5347292        512            
612            5347428        512            
613            5418868        328            
614            5419196        512            
615            5419332        352            
616            5419684        512            
617            5419820        544            
618            5420364        512            
619            5420484        512            
620            5420636        512            
621            5420788        512            
622            5441316        328            
623            5441644        512            
624            5441796        512            
625            5441948        512            
626            5442100        512            
627            5442252        512            
628            5442388        512            
629            5442428        512            
630            5442588        512            
631            5442748        328            
632            5443076        512            
633            5443236        512            
634            5638648        512            
635            5638784        512            
636            5638920        512            
637            5639056        328            
638            5639384        512            
639            5639520        352            
640            5639872        512            
641            5640008        544            
642            5640552        512            
643            5659592        512            
644            5659744        328            
645            5660072        512            
646            5660224        512            
647            5660376        512            
648            5660528        512            
649            5660680        512            
650            5660832        512            
651            5660968        512            
652            5661008        512            
653            5661168        512            
654            5661328        512            
655            5661488        512            
656            5689304        328            
657            5689632        512            
658            5689768        512            
659            5689904        328            
660            5690232        512            
661            5690368        352            
662            5690720        512            
663            5690856        512            
664            5690976        328            
665            5696056        544            
666            5696600        512            
667            5696752        328            
668            5697080        512            
669            5697232        512            
670            5697384        512            
671            5697536        512            
672            5697688        512            
673            5697840        512            
674            5697976        512            
675            5867672        512            
676            5867792        512            
677            5867952        512            
678            5868112        328            
679            5868440        512            
680            5868600        512            
681            5868736        512            
682            5868872        512            
683            5869008        328            
684            5869336        512            
685            5869472        512            
686            5913804        352            
687            5914156        544            
688            5914700        512            
689            5914852        328            
690            5915180        512            
691            5915332        512            
692            5915484        512            
693            5915636        512            
694            6012364        512            
695            6012516        512            
696            6012652        512            
697            6012692        512            
698            6012812        512            
699            6012972        512            
700            6013132        328            
701            6013460        512            
702            6013620        512            
703            6013756        512            
704            6013892        512            
705            6014028        328            
706            6044008        512            
707            6044144        352            
708            6044496        512            
709            6044632        544            
710            6045176        512            
711            6045296        512            
712            6045448        328            
713            6045776        512            
714            6045928        512            
715            6141656        512            
716            6141808        512            
717            6141960        512            
718            6142112        512            
719            6142264        512            
720            6142400        512            
721            6142440        512            
722            6142600        512            
723            6142760        328            
724            6143088        512            
725            6143248        512            
726            6143384        512            
727            6143520        512            
728            6489376        328            
729            6489704        512            
730            6489840        352            
731            6490192        512            
732            6490328        544            
733            6490872        512            
734            6490992        512            
735            6491144        512            
736            6491296        512            
737            6522784        328            
738            6523112        512            
739            6523264        512            
740            6523416        512            
741            6523568        512            
742            6523720        512            
743            6523856        512            
744            6523896        512            
745            6524056        512            
746            6524216        328            
747            6524544        512            
748            6524704        512            
749            6624132        512            
750            6624268        512            
751            6624404        512            
752            6624540        328            
753            6624868        512            
754            6625004        352            
755            6625356        512            
756            6625492        544            
757            6626036        512            
758            6634108        328            
759            6634436        512            
760            6634588        328            
761            6634916        512            
762            6635068        512            
763            6635220        512            
764            6635372        512            
765            6635524        512            
766            6635676        512            
767            6635812        512            
768            6635852        512            
769            6636012        512            
770            6714972        512            
771            6715132        328            
772            6715460        512            
773            6715620        512            
774            6715756        512            
775            6715892        328            
776            6716220        512            
777            6716356        352            
778            6716708        512            
779            6716844        512            
780            6716876        512            
781            6732576        544            
782            6733120        512            
783            6733272        328            
784            6733600        512            
785            6733752        512            
786            6733904        512            
787            6734056        512            
788            6734208        512            
789            6734360        512            
790            6734496        512            
791            7150908        512            
792            7151068        512            
793            7151228        328            
794            7151556        512            
795            7151716        512            
796            7151852        512            
797            7151988        512            
798            7152124        328            
799            7152452        512            
800            7152588        352            
801            7252204        512            
802            7252340        544            
803            7252884        512            
804            7253036        328            
805            7253364        512            
806            7253516        512            
807            7253668        512            
808            7253820        512            
809            7253972        512            
810            7254124        512            
811            7432316        512            
812            7432452        512            
813            7432492        512            
814            7432652        512            
815            7432812        328            
816            7433140        512            
817            7433300        512            
818            7433436        512            
819            7433572        512            
820            7433708        328            
821            7434036        512            
822            7434172        512            
823            7491292        352            
824            7491644        544            
825            7492188        512            
826            7492308        512            
827            7492460        328            
828            7492788        512            
829            7492940        512            
830            7493092        512            
831            7523268        512            
832            7523420        512            
833            7523572        512            
834            7523708        512            
835            7523748        512            
836            7523868        512            
837            7524028        512            
838            7524188        328            
839            7524516        512            
840            7524676        512            
841            7524812        512            
842            7524948        512            
843            7525084        512            
844            7552100        328            
845            7552428        352            
846            7552780        512            
847            7552916        544            
848            7553460        512            
849            7553580        328            
850            7553908        512            
851            7564676        328            
852            7565004        512            
853            7565156        512            
854            7565308        512            
855            7565460        512            
856            7565612        512            
857            7565764        512            
858            7565900        512            
859            7565940        512            
860            7566060        512            
861            7566220        512            
862            7566380        328            
863            7716612        512            
864            7716772        512            
865            7716908        512            
866            7717044        512            
867            7717180        328            
868            7717508        512            
869            7717644        352            
870            7717996        512            
871            7718132        512            
872            7718252        512            
873            7718404        512            
874            7734916        544            
875            7735460        328            
876            7735788        512            
877            7735940        512            
878            7736092        512            
879            7736244        512            
880            7736396        512            
881            7736532        512            
882            7736572        512            
883            7736692        512            
884            7862184        512            
885            7862344        328            
886            7862672        512            
887            7862832        512            
888            7862968        512            
889            7863104        512            
890            7863240        328            
891            7863568        512            
892            7863704        352            
893            7864056        512            
894            7864192        512            
895            7888116        544            
896            7888660        512            
897            7888780        512            
898            7888932        328            
899            7889260        512            
900            7889412        512            
901            7889564        512            
902            7889716        512            
903            7889868        512            
904            7890020        512            
905            7956804        512            
906            7956940        512            
907            7956980        512            
908            7957140        512            
909            7957300        328            
910            7957628        512            
911            7957788        512            
912            7957924        512            
913            7958060        512            
914            7958196        328            
915            7958524        512            
916            7958660        512            
917            7984072        352            
918            7984424        544            
919            7984968        512            
920            7985088        512            
921            7985240        328            
922            7985568        512            
923            7985720        512            
924            7985872        512            
925            8060240        512            
926            8060392        512            
927            8060544        512            
928            8060680        512            
929            8060720        512            
930            8060840        512            
931            8061000        512            
932            8061160        328            
933            8061488        512            
934            8061648        512            
935            8061784        512            
936            8061920        512            
937            8062056        512            
938            8123788        328            
939            8124116        352            
940            8124468        512            
941            8124604        544            
942            8125148        512            
943            8125268        328            
944            8125596        512            
945            8135588        328            
946            8135916        512            
947            8136068        512            
948            8136220        512            
949            8136372        512            
950            8136524        512            
951            8136676        512            
952            8136812        512            
953            8136852        512            
954            8136972        512            
955            8137132        512            
956            8137292        328            
957            8183540        512            
958            8183700        512            
959            8183836        512            
960            8183972        512            
961            8184108        328            
962            8184436        512            
963            8184572        352            
964            8184924        512            
965            8185060        512            
966            8185180        512            
967            8185332        512            
968            8190260        544            
969            8190804        704            
970            8191508        512            
971            8191660        512            
972            8191812        512            
973            8191964        512            
974            8192100        512            
975            8192140        512            
976            8301008        512            
977            8301168        512            
978            8301328        328            
979            8301656        512            
980            8301816        512            
981            8301952        512            
982            8302088        512            
983            8302224        328            
984            8302552        512            
985            8302688        352            
986            8325260        512            
987            8325396        544            
988            8325940        512            
989            8326060        512            
990            8326212        328            
991            8326540        512            
992            8326692        512            
993            8326844        512            
994            8326996        512            
995            8327148        512            
996            8388844        512            
997            8388980        512            
998            8389020        512            
999            8389140        512            
1000           8389300        512            
1001           8389460        328            
1002           8389788        512            
1003           8389948        512            
1004           8390084        512            
1005           8390220        512            
1006           8390356        328            
1007           8390684        512            
1008           8409760        352            
1009           8410112        512            
1010           8410248        544            
1011           8410792        512            
1012           8410912        512            
1013           8411064        328            
1014           8411392        512            
1015           8411544        512            
1016           8475408        512            
1017           8475560        512            
1018           8475712        512            
1019           8475864        512            
1020           8476000        512            
1021           8476040        512            
1022           8476160        512            
1023           8476320        512            
1024           8476480        328            
1025           8476808        512            
1026           8476968        512            
1027           8477104        512            
1028           8477240        512            
1029           8533888        328            
1030           8534216        512            
1031           8534352        352            
1032           8534704        512            
1033           8534840        544            
1034           8535384        512            
1035           8535504        328            
1036           8549072        512            
1037           8549224        328            
1038           8549552        512            
1039           8549704        512            
1040           8549856        512            
1041           8550008        512            
1042           8550160        512            
1043           8550312        512            
1044           8550448        512            
1045           8550488        512            
1046           8550608        512            
1047           8550768        512            
1048           8550928        512            
1049           8626616        328            
1050           8626944        512            
1051           8627080        512            
1052           8627216        512            
1053           8627352        328            
1054           8627680        512            
1055           8627816        352            
1056           8628168        512            
1057           8628304        512            
1058           8628424        512            
1059           8642668        544            
1060           8643212        328            
1061           8643540        512            
1062           8643692        512            
1063           8643844        512            
1064           8643996        512            
1065           8644148        512            
1066           8644300        512            
1067           8644436        512            
1068           8644476        512            
1069           8644596        512            
1070           8702032        512            
1071           8702192        512            
1072           8702352        328            
1073           8702680        512            
1074           8702840        512            
1075           8702976        512            
1076           8703112        512            
1077           8703248        328            
1078           8703576        512            
1079           8703712        352            
1080           8721860        512            
1081           8721996        544            
1082           8722540        512            
1083           8722692        328            
1084           8723020        512            
1085           8723172        512            
1086           8723324        512            
1087           8723476        512            
1088           8723628        512            
1089           8723780        512            
1090           9118900        512            
1091           9119036        512            
1092           9119076        512            
1093           9119236        512            
1094           9119396        328            
1095           9119724        512            
1096           9119884        512            
1097           9120020        512            
1098           9120156        512            
1099           9120292        328            
1100           9120620        512            
1101           9120756        512            
1102           9230348        352            
1103           9230700        544            
1104           9231244        512            
1105           9231364        512            
