# darshan log version: 3.21
# compression method: ZLIB
# exe: ./C_scripts/file_iter_l_name train64_2048.h5 2048 
# uid: 21512
# jobid: 2709727
# start_time: 1670637532
# start_time_asci: Fri Dec  9 19:58:52 2022
# end_time: 1670637532
# end_time_asci: Fri Dec  9 19:58:52 2022
# nprocs: 1
# run time: 1
# metadata: lib_ver = 3.4.0
# metadata: h = romio_no_indep_rw=true;cb_nodes=4

# log file regions
# -------------------------------------------------------
# header: 360 bytes (uncompressed)
# job data: 334 bytes (compressed)
# record table: 159 bytes (compressed)
# POSIX module: 155 bytes (compressed), ver=4
# STDIO module: 51 bytes (compressed), ver=2
# DXT_POSIX module: 13461 bytes (compressed), ver=1
# HEATMAP module: 78 bytes (compressed), ver=1

# mounted file systems (mount point and fs type)
# -------------------------------------------------------
# mount entry:	/sys/firmware/efi/efivars	efivarfs
# mount entry:	/proc/sys/fs/binfmt_misc	autofs
# mount entry:	/sys/kernel/tracing	tracefs
# mount entry:	/sys/kernel/config	configfs
# mount entry:	/sys/fs/pstore	pstore
# mount entry:	/homes/zhd1108	xfs
# mount entry:	/homes/yll6162	xfs
# mount entry:	/homes/wkliao	xfs
# mount entry:	/sys/fs/bpf	bpf
# mount entry:	/dev/mqueue	mqueue
# mount entry:	/vol/cucis	xfs
# mount entry:	/boot/efi	vfat
# mount entry:	/files4	xfs
# mount entry:	/files7	xfs
# mount entry:	/files1	xfs
# mount entry:	/files5	xfs
# mount entry:	/files3	xfs
# mount entry:	/files2	xfs
# mount entry:	/files8	xfs
# mount entry:	/files6	xfs
# mount entry:	/homes	autofs
# mount entry:	/boot	xfs
# mount entry:	/misc	autofs
# mount entry:	/meas	autofs
# mount entry:	/dev	devtmpfs
# mount entry:	/usr	xfs
# mount entry:	/tmp	xfs
# mount entry:	/var	xfs
# mount entry:	/net	autofs
# mount entry:	/vol	autofs
# mount entry:	/	xfs

# ***************************************************
# DXT_POSIX module data
# ***************************************************

# DXT, file_id: 1291231226982835109, file_name: /homes/yll6162/project_metadata/project_hdf_block/train64_2048.h5
# DXT, rank: 0, hostname: acfs.ece.northwestern.edu
# DXT, write_count: 0, read_count: 1494
# DXT, mnt_pt: /homes/yll6162, fs_type: xfs
# Module    Rank  Wt/Rd  Segment          Offset       Length    Start(s)      End(s)
 X_POSIX       0   read      184         1112700             328      0.0016      0.0016
 X_POSIX       0   read      185         1111644             512      0.0016      0.0016
 X_POSIX       0   read      186         1112132             512      0.0016      0.0016
 X_POSIX       0   read      187         1112292             512      0.0016      0.0016
 X_POSIX       0   read      188         1112428             512      0.0016      0.0016
 X_POSIX       0   read      189         1112564             512      0.0016      0.0016
 X_POSIX       0   read      190         1113028             512      0.0016      0.0016
 X_POSIX       0   read      191         1111308             512      0.0016      0.0016
 X_POSIX       0   read      192         1113164             512      0.0016      0.0016
 X_POSIX       0   read      193         1756072             328      0.0016      0.0016
 X_POSIX       0   read      194          817684             512      0.0016      0.0016
 X_POSIX       0   read      195         1145252             544      0.0016      0.0016
 X_POSIX       0   read      196         1145796             512      0.0016      0.0016
 X_POSIX       0   read      197         1266236             352      0.0016      0.0016
 X_POSIX       0   read      198         1146572             328      0.0016      0.0016
 X_POSIX       0   read      199         1146420             512      0.0016      0.0016
 X_POSIX       0   read      200         1165940             512      0.0016      0.0016
 X_POSIX       0   read      201         1166092             512      0.0016      0.0016
 X_POSIX       0   read      202         1166244             512      0.0016      0.0016
 X_POSIX       0   read      203         1167316             328      0.0016      0.0016
 X_POSIX       0   read      204         1166396             512      0.0016      0.0016
 X_POSIX       0   read      205         1166548             512      0.0016      0.0016
 X_POSIX       0   read      206         1166876             512      0.0017      0.0017
 X_POSIX       0   read      207         1166996             512      0.0017      0.0017
 X_POSIX       0   read      208         1265772             328      0.0017      0.0017
 X_POSIX       0   read      209         1167156             512      0.0017      0.0017
 X_POSIX       0   read      210         1167644             512      0.0017      0.0017
 X_POSIX       0   read      211         1167804             512      0.0017      0.0017
 X_POSIX       0   read      212         1265500             512      0.0017      0.0017
 X_POSIX       0   read      213         1265636             512      0.0017      0.0017
 X_POSIX       0   read      214         1266100             512      0.0017      0.0017
 X_POSIX       0   read      215         1166700             512      0.0017      0.0017
 X_POSIX       0   read      216         1266588             512      0.0017      0.0017
 X_POSIX       0   read      217         1003704             512      0.0017      0.0017
 X_POSIX       0   read      218         1266724             544      0.0017      0.0017
 X_POSIX       0   read      219         1267268             512      0.0017      0.0017
 X_POSIX       0   read      220         1325404             352      0.0017      0.0017
 X_POSIX       0   read      221         1278644             328      0.0017      0.0017
 X_POSIX       0   read      222         1267388             512      0.0017      0.0017
 X_POSIX       0   read      223         1278972             512      0.0017      0.0017
 X_POSIX       0   read      224         1279124             512      0.0017      0.0017
 X_POSIX       0   read      225         1279276             512      0.0017      0.0017
 X_POSIX       0   read      226         1280348             328      0.0017      0.0017
 X_POSIX       0   read      227         1279428             512      0.0017      0.0017
 X_POSIX       0   read      228         1279580             512      0.0017      0.0017
 X_POSIX       0   read      229         1279908             512      0.0017      0.0017
 X_POSIX       0   read      230         1280028             512      0.0017      0.0017
 X_POSIX       0   read      231         1324940             328      0.0017      0.0017
 X_POSIX       0   read      232         1280188             512      0.0017      0.0017
 X_POSIX       0   read      233         1324372             512      0.0018      0.0018
 X_POSIX       0   read      234         1324532             512      0.0018      0.0018
 X_POSIX       0   read      235         1324668             512      0.0018      0.0018
 X_POSIX       0   read      236         1324804             512      0.0018      0.0018
 X_POSIX       0   read      237         1325268             512      0.0018      0.0018
 X_POSIX       0   read      238         1279732             512      0.0018      0.0018
 X_POSIX       0   read      239         1325756             512      0.0018      0.0018
 X_POSIX       0   read      240         1111444             512      0.0018      0.0018
 X_POSIX       0   read      241         1330996             544      0.0018      0.0018
 X_POSIX       0   read      242         1325892             512      0.0018      0.0018
 X_POSIX       0   read      243         1445032             352      0.0018      0.0018
 X_POSIX       0   read      244         1331540             328      0.0018      0.0018
 X_POSIX       0   read      245         1326012             512      0.0018      0.0018
 X_POSIX       0   read      246         1326164             512      0.0018      0.0018
 X_POSIX       0   read      247         1331868             512      0.0018      0.0018
 X_POSIX       0   read      248         1332020             512      0.0018      0.0018
 X_POSIX       0   read      249         1443672             328      0.0018      0.0018
 X_POSIX       0   read      250         1332172             512      0.0018      0.0018
 X_POSIX       0   read      251         1332324             512      0.0018      0.0018
 X_POSIX       0   read      252         1332652             512      0.0018      0.0018
 X_POSIX       0   read      253         1332772             512      0.0018      0.0018
 X_POSIX       0   read      254         1444568             328      0.0018      0.0018
 X_POSIX       0   read      255         1443512             512      0.0018      0.0018
 X_POSIX       0   read      256         1444000             512      0.0018      0.0018
 X_POSIX       0   read      257         1444160             512      0.0018      0.0018
 X_POSIX       0   read      258         1444296             512      0.0019      0.0019
 X_POSIX       0   read      259         1444432             512      0.0019      0.0019
 X_POSIX       0   read      260         1444896             512      0.0019      0.0019
 X_POSIX       0   read      261         1332476             512      0.0019      0.0019
 X_POSIX       0   read      262         1445384             512      0.0019      0.0019
 X_POSIX       0   read      263         1166836             512      0.0019      0.0019
 X_POSIX       0   read      264         1463644             544      0.0019      0.0019
 X_POSIX       0   read      265         1464188             512      0.0019      0.0019
 X_POSIX       0   read      266         1755056             352      0.0019      0.0019
 X_POSIX       0   read      267         1464460             328      0.0019      0.0019
 X_POSIX       0   read      268         1464308             512      0.0019      0.0019
 X_POSIX       0   read      269         1464788             512      0.0019      0.0019
 X_POSIX       0   read      270         1464940             512      0.0019      0.0019
 X_POSIX       0   read      271         1465092             512      0.0019      0.0019
 X_POSIX       0   read      272         1678012             328      0.0019      0.0019
 X_POSIX       0   read      273         1465244             512      0.0019      0.0019
 X_POSIX       0   read      274         1465396             512      0.0019      0.0019
 X_POSIX       0   read      275         1465548             512      0.0019      0.0019
 X_POSIX       0   read      276         1677692             512      0.0019      0.0019
 X_POSIX       0   read      277         1678908             328      0.0019      0.0019
 X_POSIX       0   read      278         1677852             512      0.0019      0.0019
 X_POSIX       0   read      279         1678340             512      0.0019      0.0019
 X_POSIX       0   read      280         1678500             512      0.0019      0.0019
 X_POSIX       0   read      281         1678636             512      0.0019      0.0019
 X_POSIX       0   read      282         1678772             512      0.0019      0.0019
 X_POSIX       0   read      283         1679236             512      0.0019      0.0019
 X_POSIX       0   read      284         1677516             512      0.0020      0.0020
 X_POSIX       0   read      285         1679372             512      0.0020      0.0020
 X_POSIX       0   read      286         2995108             328      0.0020      0.0020
 X_POSIX       0   read      287         1279868             512      0.0020      0.0020
 X_POSIX       0   read      288         1755408             544      0.0020      0.0020
 X_POSIX       0   read      289         1755952             512      0.0020      0.0020
 X_POSIX       0   read      290         1996876             352      0.0020      0.0020
 X_POSIX       0   read      291         1756552             328      0.0020      0.0020
